trait1	trait2	p.value	BH
MET.fa16_0	SED.NA_sugar_seeds	0.718204116	0.904906123
MET.fa18_0	SED.NA_sugar_seeds	0.731847815	0.911086964
MET.fa18_2	SED.NA_sugar_seeds	0.358079323	0.701718797
MET.fructose	SED.NA_sugar_seeds	0.766406383	0.923094146
MET.fructose_6p	SED.NA_sugar_seeds	0.512297271	0.801108974
MET.fucose	SED.NA_sugar_seeds	0.792424842	0.933194772
MET.fumarate	SED.NA_sugar_seeds	0.401207018	0.731126995
MET.gaba	SED.NA_sugar_seeds	0.015198441	0.128255767
MET.galactose	SED.NA_sugar_seeds	0.431123121	0.751750319
MET.galacturonate	SED.NA_sugar_seeds	0.927424675	0.978601179
MET.gluconate	SED.NA_sugar_seeds	0.061984519	0.306609262
MET.glucose	SED.NA_sugar_seeds	0.511514417	0.800862847
MET.glucose_6p	SED.NA_sugar_seeds	0.716935105	0.904582765
MET.glutamate	SED.NA_sugar_seeds	0.055379021	0.288082164
MET.glutamine	SED.NA_sugar_seeds	0.555009738	0.826705849
MET.glycerate	SED.NA_sugar_seeds	0.034534907	0.216033941
MET.glycerate_3p	SED.NA_sugar_seeds	0.100896662	0.394474894
MET.glycerol	SED.NA_sugar_seeds	0.41501703	0.740076298
MET.glycerol_1p	SED.NA_sugar_seeds	0.18466118	0.525889467
MET.glycine	SED.NA_sugar_seeds	0.317061716	0.668343866
MET.homoserine	SED.NA_sugar_seeds	0.308145952	0.659912075
MET.inositol	SED.NA_sugar_seeds	0.376093505	0.713702311
MET.inositol_1p	SED.NA_sugar_seeds	0.815510938	0.941508122
MET.isocitrate	SED.NA_sugar_seeds	0.851824641	0.953221042
MET.isoleucine	SED.NA_sugar_seeds	0.026206187	0.182854845
MET.isomaltose	SED.NA_sugar_seeds	0.620072278	0.860322894
MET.l_ascorbate	SED.NA_sugar_seeds	0.21188708	0.559391491
MET.leucine	SED.NA_sugar_seeds	0.247898611	0.599406239
MET.lysine	SED.NA_sugar_seeds	0.084413293	0.359206051
MET.malate	SED.NA_sugar_seeds	0.837787909	0.948690887
MET.maleate	SED.NA_sugar_seeds	0.862691713	0.956190224
MET.maltitol	SED.NA_sugar_seeds	0.011061883	0.103429165
MET.maltose	SED.NA_sugar_seeds	0.064048258	0.312214323
MET.mannitol	SED.NA_sugar_seeds	0.64746738	0.873261286
MET.mannose	SED.NA_sugar_seeds	0.271547874	0.623797456
MET.methionine	SED.NA_sugar_seeds	0.294176819	0.64758729
MET.oxoproline_5	SED.NA_sugar_seeds	0.231356641	0.582092323
MET.phenylalanine	SED.NA_sugar_seeds	0.139913997	0.461436377
MET.phosphate	SED.NA_sugar_seeds	0.020437928	0.155825271
MET.proline	SED.NA_sugar_seeds	0.18910892	0.531359395
MET.putrescine	SED.NA_sugar_seeds	0.66913073	0.883684832
MET.quinate	SED.NA_sugar_seeds	0.746676715	0.916340223
MET.rhamnose	SED.NA_sugar_seeds	0.443638209	0.75994035
MET.ribose	SED.NA_sugar_seeds	0.878885476	0.960827687
MET.s_me_cysteine	SED.NA_sugar_seeds	0.633995814	0.868239897
MET.saccharate	SED.NA_sugar_seeds	0.97990087	0.994135631
MET.serine	SED.NA_sugar_seeds	0.050855372	0.272926755
MET.shikimate	SED.NA_sugar_seeds	0.431299135	0.751750319
MET.sorbitol	SED.NA_sugar_seeds	0.210029159	0.556904851
MET.succinate	SED.NA_sugar_seeds	0.253265795	0.604285575
MET.sucrose	SED.NA_sugar_seeds	0.289242445	0.641827677
MET.t4_ho_proline	SED.NA_sugar_seeds	0.699515095	0.896805112
MET.threonate	SED.NA_sugar_seeds	0.503564318	0.796018975
MET.threonine	SED.NA_sugar_seeds	0.190859287	0.533330417
MET.trehalose	SED.NA_sugar_seeds	0.075092007	0.338465338
MET.tryptophan	SED.NA_sugar_seeds	0.422610205	0.746084022
MET.tyrosine	SED.NA_sugar_seeds	0.214230188	0.562652813
MET.uracil	SED.NA_sugar_seeds	0.040968778	0.239192662
MET.valine	SED.NA_sugar_seeds	0.205019965	0.550988693
MOR.Anther_L_W	SED.NA_sugar_seeds	0.329285345	0.677278296
MOR.Anther_length	SED.NA_sugar_seeds	0.082673633	0.355099189
MOR.Anther_width	SED.NA_sugar_seeds	0.195498926	0.539236904
MOR.BM	SED.NA_sugar_seeds	0.580502474	0.840873684
MOR.BX	SED.NA_sugar_seeds	0.326262045	0.673972844
MOR.BY	SED.NA_sugar_seeds	0.406842092	0.734903654
MOR.EA	SED.NA_sugar_seeds	0.082399648	0.354412267
MOR.flowers_inf	SED.NA_sugar_seeds	0.871056053	0.958412305
MOR.flowers_plant	SED.NA_sugar_seeds	0.314225117	0.665690875
MOR.FN	SED.NA_sugar_seeds	0.526492658	0.808717681
MOR.Fruit_L_Pt	SED.NA_sugar_seeds	0.994781452	0.999247804
MOR.Fruit_L_W	SED.NA_sugar_seeds	0.362418789	0.704287669
MOR.Fruit_length	SED.NA_sugar_seeds	0.35372771	0.697971435
MOR.Fruit_locule	SED.NA_sugar_seeds	0.027587179	0.188770013
MOR.Fruit_peric_thick	SED.NA_sugar_seeds	0.474217362	0.778329875
MOR.Fruit_W_Pt	SED.NA_sugar_seeds	0.402577163	0.731887791
MOR.Fruit_width	SED.NA_sugar_seeds	0.174971279	0.512274579
MOR.FW	SED.NA_sugar_seeds	0.258504776	0.60986541
MOR.HI	SED.NA_sugar_seeds	0.147305454	0.47243204
MOR.inf	SED.NA_sugar_seeds	0.24301882	0.594911092
MOR.Ovary_L_W	SED.NA_sugar_seeds	0.848975499	0.952626073
MOR.Ovary_length	SED.NA_sugar_seeds	0.671783971	0.884601854
MOR.Ovary_width	SED.NA_sugar_seeds	0.359208421	0.702000189
MOR.PW	SED.NA_sugar_seeds	0.231402959	0.582092323
MOR.RED	SED.NA_sugar_seeds	0.249207833	0.600485804
MOR.Seed_L_W	SED.NA_sugar_seeds	0.00635315	0.070476877
MOR.Seed_Length	SED.NA_sugar_seeds	0.08508485	0.360431199
MOR.Seed_Width	SED.NA_sugar_seeds	0.410161995	0.737048953
MOR.Seed_Wt	SED.NA_sugar_seeds	0.367851658	0.708470134
MOR.SN_fruit	SED.NA_sugar_seeds	0.013980317	0.121495822
MOR.SN_fruit_unit	SED.NA_sugar_seeds	0.013311875	0.117847389
MOR.SN_plant	SED.NA_sugar_seeds	0.077835554	0.344204474
MOR.Style_L_W	SED.NA_sugar_seeds	0.020285377	0.154957895
MOR.Style_length	SED.NA_sugar_seeds	0.842335049	0.950980663
MOR.Style_width	SED.NA_sugar_seeds	0.002517747	0.03557924
MOR.SW_fruit	SED.NA_sugar_seeds	0.024146874	0.174268769
MOR.SW_plant	SED.NA_sugar_seeds	0.087238449	0.365444948
MOR.TY	SED.NA_sugar_seeds	0.305364504	0.656972173
SED.Adenine_seeds	SED.NA_sugar_seeds	0.277585383	0.628579175
SED.Alanine_seeds	SED.NA_sugar_seeds	0.011795118	0.108187036
SED.Arginine_seeds	SED.NA_sugar_seeds	0.245593876	0.597293533
SED.Asparagine_seeds	SED.NA_sugar_seeds	0.049671663	0.269009414
SED.Aspartate_seeds	SED.NA_sugar_seeds	0.05627673	0.290375468
SED.Benzoate_seeds	SED.NA_sugar_seeds	0.261724969	0.613477537
SED.Citrate_seeds	SED.NA_sugar_seeds	0.871247292	0.958546826
SED.Erythritol_seeds	SED.NA_sugar_seeds	0.007028172	0.075625186
SED.Fructose_seeds	SED.NA_sugar_seeds	0	0
SED.Fumarate_seeds	SED.NA_sugar_seeds	0.238376547	0.589445539
SED.GABA_seeds	SED.NA_sugar_seeds	0.089665101	0.370559215
SED.Galactinol_seeds	SED.NA_sugar_seeds	0.869818839	0.958014903
SED.Galactonic_acid_1_4_lactone_seeds	SED.NA_sugar_seeds	0.000715143	0.013359853
SED.Glutamate_seeds	SED.NA_sugar_seeds	0.000419611	0.008737784
SED.Glycerate_seeds	SED.NA_sugar_seeds	0.058956524	0.297774634
SED.Glycerol_1P_seeds	SED.NA_sugar_seeds	0.531746464	0.81266197
SED.Glycerol_seeds	SED.NA_sugar_seeds	0.004451573	0.054939408
SED.Glycine_seeds	SED.NA_sugar_seeds	0.260267351	0.611668198
SED.Glycolate_seeds	SED.NA_sugar_seeds	2.00E-09	2.02E-07
SED.Isoleucine_seeds	SED.NA_sugar_seeds	0.010939557	0.102456677
SED.Lysine_seeds	SED.NA_sugar_seeds	0.909541885	0.972407996
SED.Malate_seeds	SED.NA_sugar_seeds	0.798242265	0.9357226
SED.Maltotriose_seeds	SED.NA_sugar_seeds	3.00E-05	0.000978337
SED.Melezitose_seeds	SED.NA_sugar_seeds	0.054010246	0.283865915
SED.Myo_Inositol_seeds	SED.NA_sugar_seeds	0.065834741	0.316056513
SED.NA_sugar_seeds	SED.NA_sugar_seeds	NA	NA
SED.Nicotinate_seeds	SED.NA_sugar_seeds	0.000366432	0.007810703
SED.Nonanoate_seeds	SED.NA_sugar_seeds	2.50E-05	0.000837516
SED.Octadecanoate_seeds	SED.NA_sugar_seeds	0.967923838	0.990916414
SED.Phenylalanine_seeds	SED.NA_sugar_seeds	0.018048463	0.143965575
SED.Phosphate_seeds	SED.NA_sugar_seeds	0.032982167	0.210588021
SED.Proline_seeds	SED.NA_sugar_seeds	0.016928652	0.137944838
SED.Putrescine_seeds	SED.NA_sugar_seeds	0.006378405	0.070700944
SED.Raffinose_seeds	SED.NA_sugar_seeds	0.2527561	0.603842225
SED.Salicylate_seeds	SED.NA_sugar_seeds	1.23E-06	6.33E-05
SED.Serine_seeds	SED.NA_sugar_seeds	0.029515674	0.196485444
SED.Succinate_seeds	SED.NA_sugar_seeds	0.234734361	0.586342786
SED.Threonine_seeds	SED.NA_sugar_seeds	0.017311181	0.140325942
SED.Trehalose_alpha_alpha_seeds	SED.NA_sugar_seeds	0.119532482	0.428844822
SED.Tyrosine_seeds	SED.NA_sugar_seeds	0.013751049	0.120224472
SED.Uracil_seeds	SED.NA_sugar_seeds	0.461036282	0.770286138
SED.Urea_seeds	SED.NA_sugar_seeds	0.010722326	0.101304243
SED.Valine_seeds	SED.NA_sugar_seeds	0.005063956	0.060033314
SED.X4_Hydroxy_Benzoate_seeds	SED.NA_sugar_seeds	0.73458671	0.91150288
WAX.pct_iso	SED.NA_sugar_seeds	0.971437687	0.99197343
WAX.pct_anteiso	SED.NA_sugar_seeds	0.511694038	0.800919878
WAX.mindex	SED.NA_sugar_seeds	0.665228108	0.881817852
WAX.nalk_CPI	SED.NA_sugar_seeds	0.783604623	0.929865513
WAX.nalk_ACL	SED.NA_sugar_seeds	0.995743912	0.999481273
WAX.anteiso_CPI	SED.NA_sugar_seeds	0.834220742	0.947711633
WAX.anteiso_ACL	SED.NA_sugar_seeds	0.642010934	0.87119013
WAX.iso_CPI	SED.NA_sugar_seeds	0.225785063	0.575991103
WAX.iso_ACL	SED.NA_sugar_seeds	0.394679038	0.727260054
WAX.13eps_iC31	SED.NA_sugar_seeds	0.571091101	0.835266656
WAX.13eps_nC31	SED.NA_sugar_seeds	0.931923866	0.980260384
WAX.13eps_iC33	SED.NA_sugar_seeds	0.815989639	0.941672285
WAX.13eps_nC33	SED.NA_sugar_seeds	0.699524663	0.896805112
WAX.i31_n31	SED.NA_sugar_seeds	0.509805145	0.799664069
WAX.i33_n33	SED.NA_sugar_seeds	0.292982448	0.646010891
DEV.CompAll	SED.Nicotinate_seeds	0.891449517	0.965970238
DEV.CompInt	SED.Nicotinate_seeds	0.818274806	0.942264189
DEV.CompPri	SED.Nicotinate_seeds	0.531105762	0.812147546
DEV.CompRachis	SED.Nicotinate_seeds	0.704541982	0.899608304
DEV.CompSec	SED.Nicotinate_seeds	0.448552651	0.762671367
DEV.CotPaveAR	SED.Nicotinate_seeds	0.157902133	0.488213494
DEV.CotPaveArea	SED.Nicotinate_seeds	0.332604575	0.680293231
DEV.CotPaveCirc	SED.Nicotinate_seeds	0.437048905	0.755035445
DEV.CotPaveCnt	SED.Nicotinate_seeds	0.27802565	0.629106221
DEV.CotPaveRound	SED.Nicotinate_seeds	0.273270432	0.625033197
DEV.CotPaveSolid	SED.Nicotinate_seeds	0.330594025	0.678660538
DEV.CotStom	SED.Nicotinate_seeds	0.164252866	0.497454587
DEV.CotStomInd	SED.Nicotinate_seeds	0.925118017	0.977918925
DEV.FlowTime	SED.Nicotinate_seeds	0.908799537	0.972126481
DEV.LatLfSize	SED.Nicotinate_seeds	0.343457301	0.689627145
DEV.LatPC1	SED.Nicotinate_seeds	0.389410429	0.723870492
DEV.LatPC2	SED.Nicotinate_seeds	0.394235362	0.727111135
DEV.LatPC3	SED.Nicotinate_seeds	0.962982694	0.989552293
DEV.LatPC4	SED.Nicotinate_seeds	0.307068367	0.659255464
DEV.LatPC5	SED.Nicotinate_seeds	0.856230696	0.954250955
DEV.LfAbStom	SED.Nicotinate_seeds	0.497926929	0.79299684
DEV.LfAdStom	SED.Nicotinate_seeds	0.641453197	0.871189967
DEV.LfStomRatio	SED.Nicotinate_seeds	0.814649223	0.940999584
DEV.LftAR	SED.Nicotinate_seeds	0.252406337	0.603419013
DEV.LftCirc	SED.Nicotinate_seeds	0.607453484	0.854381445
DEV.LftRound	SED.Nicotinate_seeds	0.243415	0.595105316
DEV.LftSolid	SED.Nicotinate_seeds	0.979695212	0.994091517
DEV.TermLfSize	SED.Nicotinate_seeds	0.355752298	0.699676198
DEV.TermPC1	SED.Nicotinate_seeds	0.020640841	0.15664634
DEV.TermPC3	SED.Nicotinate_seeds	0.596528874	0.849415809
DEV.TermPC4	SED.Nicotinate_seeds	0.027832829	0.189865474
DEV.TermPC5	SED.Nicotinate_seeds	0.276533747	0.627569811
ENZ.aa_cont	SED.Nicotinate_seeds	0.045962174	0.256255614
ENZ.ac_inv	SED.Nicotinate_seeds	0.103522683	0.397808038
ENZ.aconi	SED.Nicotinate_seeds	0.63587795	0.86899328
ENZ.agpa	SED.Nicotinate_seeds	0.175369847	0.512743663
ENZ.ala_ami	SED.Nicotinate_seeds	0.17877672	0.518046808
ENZ.asp_ami	SED.Nicotinate_seeds	0.026903406	0.18604617
ENZ.fbp_ald	SED.Nicotinate_seeds	0.156377522	0.486133146
ENZ.fru_kin	SED.Nicotinate_seeds	0.429528783	0.751161733
ENZ.fructose_e	SED.Nicotinate_seeds	0.778404686	0.92761508
ENZ.fuma	SED.Nicotinate_seeds	0.757484237	0.919311591
ENZ.g6pdh	SED.Nicotinate_seeds	0.467983194	0.774516534
ENZ.gadph	SED.Nicotinate_seeds	0.431051929	0.751750319
ENZ.gapdh_p	SED.Nicotinate_seeds	0.077236704	0.343048875
ENZ.gluc_kin	SED.Nicotinate_seeds	0.359321594	0.702005243
ENZ.glucose_e	SED.Nicotinate_seeds	0.231306041	0.582084472
ENZ.gluta_dh	SED.Nicotinate_seeds	0.47029133	0.776042952
ENZ.iso_ci_dh	SED.Nicotinate_seeds	0.523155413	0.807051422
ENZ.mal_dh	SED.Nicotinate_seeds	0.499379836	0.793802064
ENZ.pep_car	SED.Nicotinate_seeds	0.995068155	0.999348935
ENZ.ph_fru_kin	SED.Nicotinate_seeds	0.923156322	0.977205976
ENZ.ph_fru_kin_a	SED.Nicotinate_seeds	0.059374915	0.299401168
ENZ.ph_glu_is_c	SED.Nicotinate_seeds	0.893075257	0.966628324
ENZ.ph_glu_is_t	SED.Nicotinate_seeds	0.705130943	0.899817387
ENZ.ph_glu_mut	SED.Nicotinate_seeds	0.799223421	0.93608006
ENZ.ph_gly_kin	SED.Nicotinate_seeds	0.241007888	0.592790379
ENZ.pro_con	SED.Nicotinate_seeds	0.407214846	0.735238776
ENZ.pyr_kin	SED.Nicotinate_seeds	0.463209027	0.771720698
ENZ.shik_de	SED.Nicotinate_seeds	0.513056277	0.801635907
ENZ.starch	SED.Nicotinate_seeds	0.481438467	0.78198497
ENZ.suc_p_syn	SED.Nicotinate_seeds	0.647640066	0.873325719
ENZ.suc_syn	SED.Nicotinate_seeds	0.6289042	0.865455435
ENZ.succ_co_l	SED.Nicotinate_seeds	0.700837981	0.897706911
ENZ.sucrose_e	SED.Nicotinate_seeds	0.277281616	0.628196506
ENZ.tr_ph_iso	SED.Nicotinate_seeds	0.759711746	0.919983489
ENZ.udp_glu	SED.Nicotinate_seeds	0.67857866	0.887952994
MET.a_tocopherol	SED.Nicotinate_seeds	0.066962472	0.319263673
MET.aconitate	SED.Nicotinate_seeds	0.97450529	0.992297583
MET.alanine	SED.Nicotinate_seeds	0.234739338	0.586342786
MET.arabinose	SED.Nicotinate_seeds	0.414306612	0.73959522
MET.arginine	SED.Nicotinate_seeds	0.191481039	0.534000672
MET.asparagine	SED.Nicotinate_seeds	0.300707234	0.65284008
MET.aspartate	SED.Nicotinate_seeds	0.222653989	0.571959736
MET.b_alanine	SED.Nicotinate_seeds	0.17057607	0.506058639
MET.benzoate	SED.Nicotinate_seeds	0.68894289	0.89277498
MET.citramalate	SED.Nicotinate_seeds	0.826002787	0.944378011
MET.citrate	SED.Nicotinate_seeds	0.389732862	0.724082822
MET.cysteine	SED.Nicotinate_seeds	0.780170678	0.928238808
MET.dehydroascorbate	SED.Nicotinate_seeds	0.258161296	0.60944215
MET.erythritol	SED.Nicotinate_seeds	0.521840637	0.805930818
MET.fa16_0	SED.Nicotinate_seeds	0.937325107	0.981903882
MET.fa18_0	SED.Nicotinate_seeds	0.903543184	0.970236557
MET.fa18_2	SED.Nicotinate_seeds	0.415337216	0.740348051
MET.fructose	SED.Nicotinate_seeds	0.112740523	0.416609604
MET.fructose_6p	SED.Nicotinate_seeds	0.323530472	0.671994216
MET.fucose	SED.Nicotinate_seeds	0.103913531	0.398508146
MET.fumarate	SED.Nicotinate_seeds	0.665130967	0.881817852
MET.gaba	SED.Nicotinate_seeds	0.457235075	0.768092794
MET.galactose	SED.Nicotinate_seeds	0.679211507	0.888189891
MET.galacturonate	SED.Nicotinate_seeds	0.927496043	0.978601179
MET.gluconate	SED.Nicotinate_seeds	0.833852325	0.947524039
MET.glucose	SED.Nicotinate_seeds	0.030110375	0.199164322
MET.glucose_6p	SED.Nicotinate_seeds	0.386386185	0.721388346
MET.glutamate	SED.Nicotinate_seeds	0.022458153	0.165803777
MET.glutamine	SED.Nicotinate_seeds	0.213000612	0.560743209
MET.glycerate	SED.Nicotinate_seeds	0.007129102	0.076417199
MET.glycerate_3p	SED.Nicotinate_seeds	0.492435358	0.78901382
MET.glycerol	SED.Nicotinate_seeds	0.834542801	0.947845277
MET.glycerol_1p	SED.Nicotinate_seeds	0.859753877	0.955259314
MET.glycine	SED.Nicotinate_seeds	0.413307577	0.738976467
MET.homoserine	SED.Nicotinate_seeds	0.807011718	0.938286526
MET.inositol	SED.Nicotinate_seeds	0.123870835	0.436019102
MET.inositol_1p	SED.Nicotinate_seeds	0.75489538	0.918495219
MET.isocitrate	SED.Nicotinate_seeds	0.794115948	0.93374147
MET.isoleucine	SED.Nicotinate_seeds	0.057936577	0.295074544
MET.isomaltose	SED.Nicotinate_seeds	0.213835253	0.561930103
MET.l_ascorbate	SED.Nicotinate_seeds	0.384957147	0.720457709
MET.leucine	SED.Nicotinate_seeds	0.228810541	0.579385686
MET.lysine	SED.Nicotinate_seeds	0.014250522	0.123269443
MET.malate	SED.Nicotinate_seeds	0.247271521	0.598893428
MET.maleate	SED.Nicotinate_seeds	0.558887388	0.828510188
MET.maltitol	SED.Nicotinate_seeds	0.009621612	0.093919025
MET.maltose	SED.Nicotinate_seeds	0.04293823	0.245935628
MET.mannitol	SED.Nicotinate_seeds	0.861379611	0.955471292
MET.mannose	SED.Nicotinate_seeds	0.907188143	0.971743775
MET.methionine	SED.Nicotinate_seeds	0.536964696	0.815572615
MET.oxoproline_5	SED.Nicotinate_seeds	0.111679177	0.414440003
MET.phenylalanine	SED.Nicotinate_seeds	0.062759357	0.308947046
MET.phosphate	SED.Nicotinate_seeds	0.159580328	0.490545388
MET.proline	SED.Nicotinate_seeds	0.66053229	0.879656679
MET.putrescine	SED.Nicotinate_seeds	0.702352424	0.898484091
MET.quinate	SED.Nicotinate_seeds	0.423634492	0.746725963
MET.rhamnose	SED.Nicotinate_seeds	0.865179037	0.957065552
MET.ribose	SED.Nicotinate_seeds	0.339587842	0.685351346
MET.s_me_cysteine	SED.Nicotinate_seeds	0.320972937	0.670799695
MET.saccharate	SED.Nicotinate_seeds	0.144608589	0.468837976
MET.serine	SED.Nicotinate_seeds	0.243476522	0.595105316
MET.shikimate	SED.Nicotinate_seeds	0.976510985	0.99275202
MET.sorbitol	SED.Nicotinate_seeds	0.974091988	0.992246921
MET.succinate	SED.Nicotinate_seeds	0.049995308	0.269760521
MET.sucrose	SED.Nicotinate_seeds	0.405413639	0.733643237
MET.t4_ho_proline	SED.Nicotinate_seeds	0.511403968	0.800824423
MET.threonate	SED.Nicotinate_seeds	0.565695333	0.832118434
MET.threonine	SED.Nicotinate_seeds	0.083459518	0.35732224
MET.trehalose	SED.Nicotinate_seeds	0.999197137	0.99981665
MET.tryptophan	SED.Nicotinate_seeds	0.304938936	0.65649902
MET.tyrosine	SED.Nicotinate_seeds	0.107601941	0.406208947
MET.uracil	SED.Nicotinate_seeds	0.743983911	0.915526448
MET.valine	SED.Nicotinate_seeds	0.176230707	0.514078227
MOR.Anther_L_W	SED.Nicotinate_seeds	0.882398557	0.962230744
MOR.Anther_length	SED.Nicotinate_seeds	0.368365165	0.708824696
MOR.Anther_width	SED.Nicotinate_seeds	0.158102778	0.488225692
MOR.BM	SED.Nicotinate_seeds	0.069719732	0.325506181
MOR.BX	SED.Nicotinate_seeds	0.340028649	0.685872645
MOR.BY	SED.Nicotinate_seeds	0.153138041	0.481413946
MOR.EA	SED.Nicotinate_seeds	0.847907913	0.952246095
MOR.flowers_inf	SED.Nicotinate_seeds	0.676876507	0.887153357
MOR.flowers_plant	SED.Nicotinate_seeds	0.524898581	0.808020792
MOR.FN	SED.Nicotinate_seeds	0.36252474	0.704440063
MOR.Fruit_L_Pt	SED.Nicotinate_seeds	0.146236302	0.471210653
MOR.Fruit_L_W	SED.Nicotinate_seeds	0.243476522	0.595105316
MOR.Fruit_length	SED.Nicotinate_seeds	0.221768265	0.571273082
MOR.Fruit_locule	SED.Nicotinate_seeds	0.002359117	0.033798701
MOR.Fruit_peric_thick	SED.Nicotinate_seeds	0.823091518	0.943959027
MOR.Fruit_W_Pt	SED.Nicotinate_seeds	0.472783888	0.777696811
MOR.Fruit_width	SED.Nicotinate_seeds	0.82398704	0.944096152
MOR.FW	SED.Nicotinate_seeds	0.826226822	0.944378011
MOR.HI	SED.Nicotinate_seeds	0.659280254	0.879061295
MOR.inf	SED.Nicotinate_seeds	0.64343602	0.871945134
MOR.Ovary_L_W	SED.Nicotinate_seeds	0.259021685	0.610153003
MOR.Ovary_length	SED.Nicotinate_seeds	0.610601164	0.856038134
MOR.Ovary_width	SED.Nicotinate_seeds	0.195423841	0.539162406
MOR.PW	SED.Nicotinate_seeds	0.385115784	0.720507627
MOR.RED	SED.Nicotinate_seeds	0.487706085	0.785843499
MOR.Seed_L_W	SED.Nicotinate_seeds	0.652203165	0.875669399
MOR.Seed_Length	SED.Nicotinate_seeds	0.303322545	0.655339794
MOR.Seed_Width	SED.Nicotinate_seeds	0.172969767	0.509509921
MOR.Seed_Wt	SED.Nicotinate_seeds	0.308655897	0.660282323
MOR.SN_fruit	SED.Nicotinate_seeds	0.168388099	0.503065536
MOR.SN_fruit_unit	SED.Nicotinate_seeds	0.161155845	0.493309405
MOR.SN_plant	SED.Nicotinate_seeds	0.318146429	0.669198707
MOR.Style_L_W	SED.Nicotinate_seeds	0.232446576	0.583199413
MOR.Style_length	SED.Nicotinate_seeds	0.846219809	0.952189184
MOR.Style_width	SED.Nicotinate_seeds	0.018224166	0.144954924
MOR.SW_fruit	SED.Nicotinate_seeds	0.300843122	0.65284008
MOR.SW_plant	SED.Nicotinate_seeds	0.331570042	0.679467121
MOR.TY	SED.Nicotinate_seeds	0.208036601	0.554513113
SED.Adenine_seeds	SED.Nicotinate_seeds	0.562894045	0.830838384
SED.Alanine_seeds	SED.Nicotinate_seeds	2.30E-09	2.29E-07
SED.Arginine_seeds	SED.Nicotinate_seeds	0.002975473	0.040571465
SED.Asparagine_seeds	SED.Nicotinate_seeds	0.038896994	0.231988341
SED.Aspartate_seeds	SED.Nicotinate_seeds	0.024584875	0.176118639
SED.Benzoate_seeds	SED.Nicotinate_seeds	0.752053682	0.917796154
SED.Citrate_seeds	SED.Nicotinate_seeds	0.000811271	0.014687022
SED.Erythritol_seeds	SED.Nicotinate_seeds	0.280644274	0.631975019
SED.Fructose_seeds	SED.Nicotinate_seeds	0.018074346	0.14404878
SED.Fumarate_seeds	SED.Nicotinate_seeds	0.349368216	0.693975991
SED.GABA_seeds	SED.Nicotinate_seeds	0.040197659	0.236368318
SED.Galactinol_seeds	SED.Nicotinate_seeds	0.054514823	0.285144628
SED.Galactonic_acid_1_4_lactone_seeds	SED.Nicotinate_seeds	0.089847799	0.371040098
SED.Glutamate_seeds	SED.Nicotinate_seeds	6.59E-08	4.58E-06
SED.Glycerate_seeds	SED.Nicotinate_seeds	0.16177164	0.493951926
SED.Glycerol_1P_seeds	SED.Nicotinate_seeds	0.000825699	0.014888141
SED.Glycerol_seeds	SED.Nicotinate_seeds	6.00E-11	8.64E-09
SED.Glycine_seeds	SED.Nicotinate_seeds	1.03E-07	6.69E-06
SED.Glycolate_seeds	SED.Nicotinate_seeds	0.000563309	0.011024147
SED.Isoleucine_seeds	SED.Nicotinate_seeds	3.76E-10	4.53E-08
SED.Lysine_seeds	SED.Nicotinate_seeds	2.84E-05	0.000939557
SED.Malate_seeds	SED.Nicotinate_seeds	0.15586267	0.485449988
SED.Maltotriose_seeds	SED.Nicotinate_seeds	0.001333688	0.021952865
SED.Melezitose_seeds	SED.Nicotinate_seeds	0.000174626	0.004253992
SED.Myo_Inositol_seeds	SED.Nicotinate_seeds	3.12E-05	0.001011832
SED.NA_sugar_seeds	SED.Nicotinate_seeds	0.000366432	0.007810703
SED.Nicotinate_seeds	SED.Nicotinate_seeds	NA	NA
SED.Nonanoate_seeds	SED.Nicotinate_seeds	0.009999634	0.096464216
SED.Octadecanoate_seeds	SED.Nicotinate_seeds	0.878541813	0.960826732
SED.Phenylalanine_seeds	SED.Nicotinate_seeds	0.000149894	0.003757062
SED.Phosphate_seeds	SED.Nicotinate_seeds	0.001328108	0.021886781
SED.Proline_seeds	SED.Nicotinate_seeds	5.11E-09	4.67E-07
SED.Putrescine_seeds	SED.Nicotinate_seeds	0.67352376	0.885834265
SED.Raffinose_seeds	SED.Nicotinate_seeds	0.352516486	0.697106211
SED.Salicylate_seeds	SED.Nicotinate_seeds	0.066784785	0.318666317
SED.Serine_seeds	SED.Nicotinate_seeds	3.96E-10	4.73E-08
SED.Succinate_seeds	SED.Nicotinate_seeds	0.146317794	0.471311154
SED.Threonine_seeds	SED.Nicotinate_seeds	2.52E-11	3.92E-09
SED.Trehalose_alpha_alpha_seeds	SED.Nicotinate_seeds	0.005528712	0.063523402
SED.Tyrosine_seeds	SED.Nicotinate_seeds	1.56E-08	1.27E-06
SED.Uracil_seeds	SED.Nicotinate_seeds	0.974791654	0.992297583
SED.Urea_seeds	SED.Nicotinate_seeds	2.57E-08	1.97E-06
SED.Valine_seeds	SED.Nicotinate_seeds	2.34E-12	4.42E-10
SED.X4_Hydroxy_Benzoate_seeds	SED.Nicotinate_seeds	0.61809782	0.85932054
WAX.pct_iso	SED.Nicotinate_seeds	0.276444142	0.627468295
WAX.pct_anteiso	SED.Nicotinate_seeds	0.776117541	0.927392252
WAX.mindex	SED.Nicotinate_seeds	0.513862247	0.801804571
WAX.nalk_CPI	SED.Nicotinate_seeds	0.929996671	0.979910984
